Total oos: 16794
Total Jupiter OOs 14057

owner,oo,amount
FDqoGoFDyHzUquSVehE8YjRojftxWPcX6og5dLiFRbmf,6CHaVPj4uzvRzweKDN63mk6QFadvNfXjkjgBk4pQWfQR,'2702702702.7027'
Hee5dhEmNToekzuaKVHyejYVCc6bz7BneGh1YhsvA9rw,4x5dnMR5maiL9pZFdt6X7XeDL1TzYFgipJF5K45VGzc5,'2702702702.7027'
3v3PskVJub1m7QPku6Q6PBkWzY7mTAFEmBKTs3k2sH8E,HEMGpf3Ef9zVBCHkyBvZLU9J8bXW7RNqEtKp1AKmTjLv,'2702702702.7027'
2XtHdvKowpHnTsrksxJzH2Wd3uWidWiidEzcSzi6n8aa,GSq8owscTkBaRhaPSApeWiZveKednBtfd44jorDtiv6E,'2702702702.7027'
Eu3aZLwbwxfe1SiS6NSFBVT3rLBxahn1UEMEh2J2h82s,kjfPRfb56tJiwed1pQjCM13guSX8MdzLEpuZG7zA1Pn,'2702702702.7027'
8fcpEFD4Kqh75ZiVCxrcyF2bTN3jtu9ScvrgmQMEJhoU,8Ln2EUXF4a4TBFqMm36zUT7FgsYu8RY2QPcEyEesd4vn,'2702702702.7027'
9eCrHbaDEc4KHKEh8ZVVMtMwbiDPJnHBzN4fSLnMEt63,BehvdBg9RBGmAPPfvq9wMJUWwCaAzv1bUgjtmtrfNcVP,'2702702702.7027'
EYz84RdoEXEcpteRDkkdzsv9R6bsnDMTeQbYgDbiUECB,BWwoz92HRnx1up6wekRYzkoavkSgrMD8ehuHGLbuRbUn,'2702702702.7027'
6a5HwzbTEfV27A3Jf7QGn3pg9gFTh2CNgFzdPH6JAUe,82168qghmKR71sK6afEGuo9JQRMrFsMu1sVMtV8GavxB,'2702702702.7027'
GJjAntT94SDDGjEWzVZc8RvivXT9VMpH27mjrRYVP4Ua,CPzgMN4pfEQFDK7nQKdVxZikhM3Y4uvzAiWxgDiZCXSV,'2702702702.7027'
5vTjEgUFt4EgtekijLa8vz2LiRVZatE9eCp1RjtMfjKd,FMcA1GL1FFAc1eZDAWcQuXbdyyeQEtqVSveiuC34wgzg,'2702702702.7027'
8snsLXSqW79WjxrSfnwdQBdyQe2jC1ToxXFWRNZ5Ft95,6Trp4m69gp3iNJbewN69TMkFJ63B15qqdDegNwy2Rj7z,'2702702702.7027'
B4Kh3ppxTCPGsEiXiirCCVus35jnHPR1v3Dz3SegcJUG,6cx5QSDnMf3KsBW9ceb3yuxqm4tmg9srd1GAGZ2XKjMw,'2702702702.7027'
4JLizJmsFVkh6TY3j1gsFmtwQdAYstDzAhBsj5V3jwVX,H8r7uBJHv5kc766ahNGmdBeXiqqrxCK9tNuYs1cZKjqK,'2702702702.7027'
DkBNDGYT58TfJVgDQL8Hhyuvzgaagw7KLzukHYJb6g5w,9Tn2dze4Xr19VCKFMSejVguRX4aDDuLLxnxDNpBY8aDz,'2702702702.7027'
4RiA4rsnav2qHLngkWGHM2mXL66sKAMsDq2F4iVbQ6DH,2LKdjgEn3BrWCvddL6Y47dGXLQNot5ueR58MgE1vp8m9,'2702702702.7027'
EHATpzd3MmkxkkbmcRvmuDAMUHQ1XYHCoy1MEbvFB6Zh,3LDrCUWLmvEFpDdYPMTQJhjGkFnikianLYBkv9HE5FY7,'2702702702.7027'
dKMjeGJ4Mk9S3hxdfTThvZ7exks2xMwWqSM5NvN2CTK,C5EGsHQDkY66psMWSHhyyumvjPXkaA8WphJwPhCc28Sj,'2702702702.7027'
Bo4nGugF3usS4N797H4LEm2r2d794kvht6HruwNCVe7Z,Gxs3eQaormEXidriJaQmFtw14WsCipowgZHJZ21ZbvJ4,'2702702702.7027'
C4tBVu8yJiLAAaNVTaAYmVJ5U9xwXL5qptxZXDjp3gEj,48GRreckmQebWnDNkrxBSTLKwczyNSY9vfmzRC9Y4j4v,'2702702702.7027'
G9aDZEaXhhzN3dJfLhU9QBeiagnhtP3DpEfbMVeLExtb,4LCFK9Euy6Kq3K9ZEjkh8metX8jCpgAMJwZKGF6asJWc,'2702702702.7027'
7nKe8SDu5jrUutojRgMRH1FRS2dbV1c54Xwt5RSqDo9K,HTs1tCBge6rStVp6S8xvJ5HcJJiuxbfU1WEKxVWLRc8P,'2702702702.7027'
6iqpnN41u5HHxV7SADJJWFkJVt7bWAdX9iVRba3njHcf,69SL6862QxBQAEDFSevcqSmLACgTULcKsnr2U6jTQWAo,'2702702702.7027'
8FkGktY2j9ZehJ9zSU1J3Y772vHPHxTRMtwfGtU5J9Bj,ACxh3V1FvGmm58bp5RCYNau1xWwm4nugi1WAFJw5UpeG,'2702702702.7027'
AnGajWfHRiNH2dzXqgaQ8XkajyCNRPyNguFUuCV8Y8j6,HvK45K4ysQTnsYrWGKtqo9B2Rtv7DDZveLjHnFhX6KZK,'2702702702.7027'
GuCShxXEKui6UskiFbfgLEEkdFN4XYByZpnrJEMNQUz3,EvpXT7M42jhUpXEJcgREHfU7uyXCfiALJkWMyMa9u3r3,'2702702702.7027'
58DjVFor5dCEfm4PK4dUMkPCa8eCbiJ8w1CEAgSG8f2L,A4tvjZNpK7cmWRhp64qWRf3H4StQ9uiq9En7zmur3iKe,'2702702702.7027'
DaBtG8EM1NBSPF1kDD8e5A2bkoAgACsDd8mmHQNkcHmX,56cKbZub384HVrtxFbc9DZGgDcweZZovedcWs96bHkq5,'2702702702.7027'
AJpuaH2Ke13VoMrk8MRCE693yMWMLyTBf2e2J48Pzz7j,iSK6NXoqHbWYbjLP5v77i4Gs5opyBh3fxTmURDhhWRM,'2702702702.7027'
F8jJFSfi45wTUwF3acne39bQVDUGBCQqvgkV5JWK6oZb,FvF85TUfAyjRukV6EDRAKWhXB1sS9uzF37YTax4bZnmR,'2702702702.7027'
GqwL1zexyZGuFcgmNP4sSzjD9A4WgVGSwPhRAPozLsEb,4mDEFpoy6kUBoL6JYQxDeRUmhSWRoMGY6fxtsKd5E8bx,'2702702702.7027'
5NLKP9Cpi8eu8L2N3A35TmeGJbhDCwUFnt1i1uktxzdE,DhU52Ab4iHgd6fPjXXYb9UBW28dLk5SQa4DYNoQbdaa3,'2702702702.7027'
HcQc8gAPoy4KYrMBTPUDtkuvh8XozDKfZZDferwUowVQ,BNmniexQ5dsWGph58SrBHUCghnzqgmtsy9aPtPjfH43k,'2702702702.7027'
vEir6eE5HMaGdYdNXDaYGo9gDq5ASe9uNrZ3zpHLrKg,8rsjPAxUHLT4adDuv1yWq4eP37ftHtiCckaUDL1B26q8,'2702702702.7027'
B4kBee9RMqq9HoaUqtCjUNwRuQHvF1snR9DL8iNN9d3D,DzwT4smxTBaiC4ihgM3e5E2dAxWabfTfqsQRVdFpL4FG,'2702702702.7027'
skyPbXK9B9f4o5Cz9JDMpw4RCxaLKhe1NsqbQ1sQdcZ,CRs2MfJQHEF9KKP5yKihH2fDqZVYbeeavEc1ATRRT4tA,'2702702702.7027'
2mEToJFW4pXFZ9ABfhi9FfnQn16VXsgJwvk2fR1UUarG,9LdayoGiku8kR5pA8hxroHvTw1Em6iwQLf6HkecZ7ApW,'2702702702.7027'
amanYzqBGfWBx1LffSKeFRqtoavRrECc97P8VibF1fW,8f2R8Z32HBXhuM4HB9Rec7GDTPjpu2owtnMeqxELDuvG,'2702702702.7027'
DNpH21H27WFRjFCnivM5PMybXDgGAoW7qwewPs18Xt9c,5ofVwMmot89K4ikpbzv8Tp41urXZ4ZkyARmqawMqnfii,'2702702702.7027'
BwpY73dhnw4h4EGnQ6VknxmiF11XNEFaSDkzE7ywSuyo,2Vvja9F8ZTMFSjEqLgYe3TFwsT14QvcGJzN8vcNLfhSP,'2702702702.7027'
8WgoJbTu7JqQXuUaYGUNTBgG5a9UfuFVRLgSPEjhGkYQ,6Nk2zv8RetVER55Jv458LFaTHRWqGYmKS7vvgjQnUT3h,'2702702702.7027'
B8avzVTsr6B3yGfA6qFBXtH9fWLumMSqb7yF2PqyrsJJ,CKknftbmkNPLyc2qynLkC3kwppuWnQew3VsBcoMCS7XF,'2702702702.7027'
wXRXNLEyB4GxFDdyTQ4zrg1y7FPsW8ug5nREmWkPcAn,6yHe2mHGv8UaeN2FyScAKw4wiSUjiFdjwGm9pw1jph7G,'2702702702.7027'
DNrrTd95p1zMcVnmJnstWJLP2tBc8dtJ7KuiHmsqYZZ6,qiSJr24UfqXCE5fnCFyucTNZ5TtWdXvwVv9BwzBzZQW,'2702702702.7027'
4rypSJu34LMg3sfjFZY9w67KW8UbDmEh6KVnmmmwDF9M,9B4Dq8RL2wYk6yY2ahVUbqSKcUfwvxzePrdtT5mXhZFu,'2702702702.7027'
HGE7Rnq9a8ZBVwkk5AYdisDW6XaSwb4awJy1TMeC9fjy,33pf29qe7w1icfnzSuZ6xNdeETXrKJoj65Ym4ynbX7cG,'2702702702.7027'
DE4WpLcZbUEam2bcmZn176NGvfXMYy4GytiaHdPd2rKM,3rURQ2GBqNzGCe7YviFD9Vpt6JPUTmHhywKLGbNEU1aB,'2702702702.7027'
iuwD7nwFZiybyWv2pcguSiiYNb4GfffTJT7z1Spi7T3,9rRPYJZJkf6M3DYC7wq5Ut6JKEBUtmkqmTaxTXkjE7gP,'2702702702.7027'
D3JbmVta9PM8jcjsAzbq1cGipQH35HdMiQiDUawbs5Z3,8EkYcwUSk9RsfkKvdABy3A9Phirnesaze4QhHoLwLFGT,'2702702702.7027'
FszXJjSNr2abbDuq1rxJPVmF6dUBhHVh9e1h5wRwvgWk,75doqTSTEWqkLQXAeaSBGnoWmiU4Hm8BrWp2X9Kg6uJD,'2702702702.7027'
27mX2aFc4wMpw1xaqXHWptEzGkuVRNsi4GCEeh9FU7GY,Dz7rXGK8WKpgxNnDMQFcThSqANk7BnYxczcvPiE61aRv,'2702702702.7027'
2oRcws4z6hMxMrLLP8tT2ixejUdfRfrNdg3cppUNbmSq,ESp5vEftzzRqE4QToq1968mSQic1MBqVfxQNyVV7k4og,'2702702702.7027'
Dd1k91cWt84qJoQr3FT7EXQpSaMtZtwPwdho7RbMWtEV,8tv41gEdE5GLNLh7NegfUPeTvwmTehHY4SLK9xHAa4Se,'2702702702.7027'
6k3AHe1weWeVcwgVq2oRGd1DbzActg4xCLUzS3whiRkj,8sodopEybUVweij32P6BYYwWiYtJGkjGMrdyJyMCt6Vt,'2702702702.7027'
puNZEr1yQzS872SSWyGa5TptZMyTeEThaEudLx9rmqj,Cg72vt9owyDPJV4nMi6Zr6tiExadW4rrqQ1ARxxcMUcC,'2702702702.7027'
8efXEqDMt1nvXPMN37cKGG4A4w5u2t4vP74xYLz7tbeo,BDx1WH4iHuXALy4XBZoMf1ucRAH6MPuAcETBcRjzN4Ve,'2702702702.7027'
H3PUK5P4yAqHK84jSPdTHPwh3zdFeXmBhtpkVneMAeXd,37VQ5h7W2F2cP6m7xwyUDtU7QMFuptScY7nGNGeNSMck,'2702702702.7027'
FziGk7gSVK1TgnghYiEiHcWVkQQMDf1oRcZpgwT6aBbW,2tegpUpCkRkpK5CEUZuqdycR9TpdXNCvJ6hMsf9nn93T,'2702702702.7027'
prsZn8WePaj4mjcTBYSUMq9vkTmDdrCgNpBveMEywBC,9bBsDA8tUbMTvRowT4iuq9JNzta6bjGZ3HK5dhLz8JTU,'2702702702.7027'
BYPGfaoG5xJREvLY3yzQWRgyTrufEg7FrgUXrgcU3VPc,H3CtCgvNzU82L7XDjRYW4jiwo5WQ38rTBAPKCH4RsN8v,'2702702702.7027'
5B6HrJETVi56HrUcyscPb4P6go2QQCQSnpBc9md3BNG4,FVgVyLbxr6EokKyKyXhc6AoCRvabkhBmSNKyxPe8W9Yw,'2702702702.7027'
FwS8UrEXe3aUF1mfirf26kwJwJz4zFWHguUSZsNgNyg7,ETYXhMYmsWsCJ12MTwCNpTk9UA5WBYLcbodNc4hH64y9,'2702702702.7027'
PgbEDDGf3CU4ifJxDWTWyL76YDVB2M2biWZJggDNUGi,53uZvRi9WMTuqX6wSeL4vNeNMvpbgRjEdnw2Kww59BEH,'2702702702.7027'
Bbfb7uar2WxTnmrg2iKLJMR2jUvgrRm3aVY4VLFRgSjw,7SRL35vnrCnVeW76EarBu4z8o84kTz8Jn6hQEhpB7PLj,'2702702702.7027'
8o93xcpm7MQkkDQWDguoi8rr1MwBzMe7YoMmsZwU6jWc,HWsMos34qYNUWaiKjAhvngJHbriBRtppjBvssgJb1LBy,'2702702702.7027'
Di3RGCfPjWFf2F132JGbZ6GP6o4T4pnLgh9VowC7Uyda,7A1cSii4S5mHwrtvp32NF2CQ9XVygyWB9chzSRx5NdhM,'2702702702.7027'
h1kBvzwhh8h2LJDZ4w1CMqPBYXrNCF76VQD431GYnq5,2qTx8q7beyZNWNrj41HdsU4xvW1xTvNEY9YcNoiBntXN,'2702702702.7027'
B8Kf38JgrxNjTHwpkiNFBb3z9ZJ9rhLfrdH2nWxVNo56,EKrBUuNjztXJngCa5g2mnG6xrXLm3hZyE7bs8TsnoM91,'2702702702.7027'
GKqimcZKBiCJsFF5NZmgqvKfVr6K8DUsjW7PgXtEXML8,B26V2HF1bQ59sKSecUm9soQ7Ae8PyhZtsfbhM7mNyHaH,'2702702702.7027'
6gruTifQHommYQySP2ixLkdA7bhs5X16Yeirksu3oQ6W,FtEdXgqieTRVeszhV2XR6cYRNeyZyZQ9VqxL2JbegibH,'2702702702.7027'
J7bNrvf26uiWWg8sM43eQMwunaPgmvi7pdRC55CnebPE,sC5ekjgbDvYYdoqQVYbFBWHyUZxnV5JsnBEQp55oq5m,'2702702702.7027'
3EpVfBMzSJd7aZqZL9iKjbcSC9PjamXbt7pc79z7gdY4,HHYgai6UV2BTQCJoRD2GGG5ahD2kDWmToba99xQVdCU3,'2702702702.7027'
GAPSWJKWBuVxFzYdHoXGHZPxWFLmKP2mVYP9DK3kFSYx,9gt7Yh3knVY18jpjrv11dUnfgQZYzYWVazDnGrgxV5so,'2702702702.7027'
8QXansf3hw8ShDyhb63qn9ikkFonuAZfz9YbVeqhmBXH,CTKu6q731XvKd12vd532DCmp2frJCWjgZJuqYEy8xjWb,'2702702702.7027'
96g6uwt8Yyo1oiXtbiXbaR49Npe8CrQuvQ6wuVgNkHS9,Afhcvzfh9CqEUzeYAQJ1PtbSie5CbM3Y1gYMJqErC4oJ,'2702702702.7027'
8DNCyg6MgqXW5mqAeCDsjRxULAs4sLAtGBLfEUYWsMxT,BdjfEgn973N5ovExdg3DomEHqE6DgV8aTEnpYzBzVwJe,'2702702702.7027'
9vgY2kuiTnmDzWjEMMVb24zqMbhtSGj5Xv5AuNXELEDz,8MQJBntJPrbzLZwbZ2YKx8XoVdkeCKiCAXY5XnQC9LaL,'2702702702.7027'
WN3bN2vHHthDEXBMpZWD8eHEeHygLbnCXMD9eX8u8mP,vuDvbtnmbMsYDU18aRgzAr3kLSXu6d3TrirZF9CNu59,'2702702702.7027'
4mEVKMXBwargF6VvBTuHP2EjzhCuZtKDn7jTDt5hNYo5,BCdN9676zwMi4eLok815eag8sSEjHxepcR9CGrYZHcVe,'2702702702.7027'
5HCS4s7bvuzCkKa84e2aRGJtF3o2G75xvgRRRmShP2YZ,9YqF59sGdCkqvJQuYT9MEzgFkV9E3V2Xz9CU2Jh4Rbes,'2702702702.7027'
6bAM7hbopTwg5egLL7c9pZvTHTXkgRrGPWyqtap5Jm9T,FG51a6eBVnCofuKyMjB5iobJP7DM2aVNhCPSB2o8binb,'2702702702.7027'
Ehx8W6Ko5ZBzqpoyZxeMuymkEwGAht3WNsUJwENFwQnJ,J4HRQje3dwDDiJTqmxTQUmuW8ghNgZ7Fb5MVwaCwraN7,'2702702702.7027'
HLB3mn8ncWBCYqHamWBRcfSjxfUJt2DA4WgBJ4TcWvG5,EsxWBbZagFz74sgmnk93XfU1tuiDcTmhPEQN3oFqCZtp,'2702702702.7027'
9ndeu4qTctfHuXezQQEoMSZGinMPPxp926N2krXYW1e8,Hqp8czT3AoYJkr5JLhGAi9KVuEgnXMnsPTuvd1WcvxPX,'2702702702.7027'
Evqh1p4QRnwB862mh4eNUBjYNnqqwprQ87PXkvNQaJfE,86sxdfvup41jpZBkL4yZKLGsAZo91wXBy3xg6PJioGhR,'2702702702.7027'
2XBadh7GizgdwqVXDe9QCjJkJ7AWsrMAZeCbjWrPyawB,HGWt7EAqQNi5gARXpkuH9aBbFrtyvvS2aMGN9AGhwi9j,'2702702702.7027'
4UZDrXED8tzbf3Y3FkXUG2nNxfAEA2YnSDN1xPWxgy2G,AGY3g5xbzgpcQa6bufLuZYfDWdFmC5Nhj9VCczThJhWY,'2702702702.7027'
6FkuFqDXmbnDd9qtNshRgaxf1muZBjsZsfuBKb72jCpf,FWoqbGYhmC3PL4UiYxLbvxQdbThFdaDUXVsHHZ3mow6Z,'2702702702.7027'
FBggTQtYvKSgRFhQXfk5M1CgFBZa7btgYrtXtM834KR4,ChHhrtBTjvdsJa4aee8MDFrprr4dsk1FHazviiUoqzzV,'2702702702.7027'
Bi29q9dYnsTWJdE5mjnGyceUCwDRXnpQDLwRtMUTY1ve,4Kii8tiHkxQdGHkcLDZF2Md2Cp6gSFV4nqQbMJ6562Wr,'2702702702.7027'
7ia9viCotEdTKSnUvF9YYJ7yN1sg5CUBAyXkcq3VeGUN,HpYGZv7cuCUkqwG3g4XhjE9svei9E6bF7g9MjXbvj2Uk,'2702702702.7027'
5w2oS9HqjFejS6Dq5B28Byjg2Dpiq4w3ymnbF17RSnfp,8poN5wxEwKdsCWgHrjVvJZMenXnC5RN8KDbU8niTBLaJ,'2702702702.7027'
2YKGyYZn7AoeUhGchPjut3ajHjDJbcJhVHvEeyDoJjDn,9zgKasmASAZb8coybZ6AS92jTffohxXJyAr9GyP3yF5k,'2702702702.7027'
FrcADF8qjp47JjEb769oqJoYp1fWkymhPeHNegwpHbTc,24458B4LGQazqjE5pnw1WUUeKCuyUEd6eiKwjDJLEcMH,'2702702702.7027'
WfL42wDpJFs5GU8oygcWnygZFBZv4gVqGmzQiVDTgDq,EgGxj4v7LZ1ZFWq4oM2YooXRLT98vfExmnSwjgYEztwr,'2702702702.7027'
oDEzzzb6r5y8CPjBXdtW4k6MUz3S1sFYgZru34Lt2HX,9f4FbzZQRD3cHXweHdmNvoKH16FKMBeK4GioF7w76BA1,'2702702702.7027'
2PgRZrnL3u5CuVwXZsxPJ5Q2vF4jHR3bb5JxeKu5uN8J,DZyEAmHTQ7TLuWnmU2RzSLHu4Nq8M1wMoyf4ggVKYcpS,'2702702702.7027'
9qegtz2kkZpABE1zEKKFWE6mscnCscHQdHPpmC8f2wma,GDQ76ULikisNyyFpxSmiZ7GhFKgCm6WdnHFEdoHHAp1z,'2702702702.7027'
DzkizFPBPmT64v5JLHVA2Z311ZfP2mQ5hzrMWxaHgMi5,2cNZrcLR4QEMnxt2tyiR9Ffj7rJpTWZqWNKeeBMsZURY,'2702702702.7027'
DSgAkmtoEQD7eo39Cw6HxHUfsz8ybdBWZMd3wMqWcAQH,3bp65K6Ci39nhKkXG1eCuQFa3S6E6dfpMu6dZb1c7Hhs,'2702702702.7027'
CZhkhSHXs79wK59JrM8USvmvgyy95XJfZ4sNks3VdfCW,DnurZakqTM5zFJKe3aH5t64TgX9ExdDedLEwMGyPwMLT,'2702702702.7027'
CbJqvP1xkUrtqaDveQyN1iSimXGgoYKpUuQjSsGssy8M,4zYdF6wh6in1J7ziKbr9joTc7bNksgnZjBWjFqy6xp8i,'2702702702.7027'
BM7ZHfNWhSX2ybA1zvKEtx3U1WpPhXzfUct2oUP5jtpz,6wNQo44i7DEPViQpguoYZGYWYDLawUxreaFEnwrFSioe,'2702702702.7027'
5GPVBh55u7GWH7jVakf3Yv84UNELugGCkDV452GDyqHm,4CefMUxBwnAqeSHCA8JNEyZcBFgF4SEzdf5TUmv35JzQ,'2702702702.7027'
GT9TT7BZUjYTSf7TNTQvrgdgbP91yL6Xm9AdUc575eZK,AwLA3h6BUhsQR2KhDYboGNUNBoHXtkydTNS8hhgCSRK1,'2702702702.7027'
A5q6QMumDv3pdNGcy5BQFJEMNkuAMKmahYhdfE8QbQpA,6N7qzrPGoZjBfVgjWYmM7RB5H1dunpP77ayMcdMJaXJR,'2702702702.7027'
8xwcLRsopnDsuBqUqyGBcMnV3uZfaz2pyWdCZamsirpE,6SU8MVN3LQmko9ALKNgqfbPFuggue6vL12Szg18MgRS5,'2702702702.7027'
AWqVdNcifxheXZL78FcFi8QpdoUWwTjGnXepNJTP3kch,27Xku4V5zpEQXCaLbv67NuMksv1bnPq45P62WJcV5Nfo,'2702702702.7027'
6jQhabQe6fF4FXwq79oDxHPLAAXJGM89f8LxnAPd6EZr,2oNiiDG3hHjCTQosRQDf2VrxSTa2rZYfDzEHWUP9g8pv,'2702702702.7027'
FxA8BaLC6H8GHU7MbHgH97vuibpMo7i72uEVteoeky58,8g45pwwCJ71gGSFVPrFgrtVqJyMHHMGWkmdSR9wviJtB,'2702702702.7027'
3XjkDgEdyeeg1iunDxb2wSYjLPtYghh4jJy3HVK5HNmA,7XpayxsH6hAdBuDBPLj8iAP97PCNtin3cn3CaV1kERBs,'2702702702.7027'
3s8a17J6aGiRNixaZvedfgU8DVcem7fSN6nCMnQi3iuj,2Tjam3MKhnhdkSDM1U6wKeCTNAvnzwZnB7N7X6J6SJ49,'2702702702.7027'
777sac82cbfjRvMCr13ueCbYSbFm461FSHEEsNzQLskL,6RD77RaPSjChKfrQHGMogfAoXjUyrdg9uQQgfcGyNT2y,'2702702702.7027'
AEEaUwSfhHhFZRE78E9cGYMDQmxnNr3ZWDCHpAtMsKRQ,6ZBpM96Bwht9vJA52UngvkCw3VMLD5RqjxStJ4LctN4T,'2702702702.7027'
DEAf6NEi9Xn8KaUKVc8RKnW5KdWEQmapwT16BgdaKVhn,4GC6C6c35VqCk1gfHz81orWNXmgLxcH7W6LVrNZ3Z8Ea,'2702702702.7027'
Fsb16JMXAWLML5PTLKVh5Lg1xviVB6ah5p7YYcJEw3g2,7UmzDHpS7mE9EeHfqiU11Q17esY3abV1sgjYfuMV1Jye,'2702702702.7027'
GU5MmQuejyzvRQ62DBfHNvakWYGXmZzBFkef6K1QStWG,2eds1zEUs8T3i7BHq5PyMgDZ9N2zFZ4YMC2EPJ75xKKq,'2702702702.7027'
Ddu6FnhmDuHJC4GC9YJnxACfinPqqM4aqmp63caeNspc,FYZWs38tLCQ1Tycv4p5xLk5sQguitRSVYpRWpTYzq6Hi,'2702702702.7027'
9DGrpu1idfepp7dh2TvBrsssqc4S5rZLjp9yLXTvvmoR,HBtknSMkt4G1h1xJHiHchd2hbXNEXgt1qUZW8ReG3ZjY,'2702702702.7027'
4rQr8uc9T2xWH4DsSzDknsbwY5c6A3ksmHBpoz4Cq34Z,6CxfhZWYAsjsRe1DQoyXG3gtXQPLaQkeXXLqc1ojhJud,'2702702702.7027'
4pXtLMX4MSZXCNptxatJfK79HGaqsQHby8adiV8QEBuR,4eHNHV5zhiW9en3LqcSDrHMBmrkmXntSMKK8uBTuYsDG,'2702702702.7027'
Gp6tB7N84EeuMKBooUDSUspwNWVrGkaeKuQ4U9FB2dQ6,F1t8Vn4D2jiD41TeksUkK1j7ckSfQmoDDbGpMmsqEvYr,'2702702702.7027'
4e3sNj1nsg92P3MjdgeUaBURiKoY2Q8RaLFh3LXW7i7T,DritbdaZzCC3cjQKtJox2PtW5Xo6f6FdtXSgctMTBFns,'2702702702.7027'
666QQiRTTV12CdKYtSdU8447zNvXit3dx2EE53xHky2B,963DsjTsG45UKymYe2wGhRAWoKg3HGRMjxxXGVLdDA6X,'2702702702.7027'
5yYcopsmxsoKbjV7dG44yGSkBxuC1phi8CHB8Rq3Dstg,X1RjiqbuBwi4E6LPPvEfAUedGD12eatNn4HAS4ragXi,'2702702702.7027'
Hah8wZC2BoccihdzjAVKcG7R2hsgW5CcZTYabHaD385Q,D557pH9Rw2fEpkhytjwCZqhMRXXqjQTVGqNVtrvYkHKU,'2702702702.7027'
B8ow1VGMHRVLE7TC7A49CrA46hUYCRdy6tpvMjsi8Azb,49pUKuErbyueGqR8ECsuZSmajiDyBVCLDK66GFdAWMia,'2702702702.7027'
Ez63DDoHvCEQXbFpCnLn4MhESJjAVjaYf5t9zcoQEWLe,4TVvGAKi55xeoyoqA7RiEZLsPWU2bZJPRbr7GNtHnPyJ,'2702702702.7027'
F55AcdWQwP9YrD68LtYRN88nH8nWKzGZsJY14Vwuibcj,7uBFBhkpxz55Chq3RwYWk5YtBJU3EC2jdcgzBHAUc9n1,'2702702702.7027'
AdQvh4Ax5ZbysugL4oWG7jPaVnTTgj73sjjAaexSckeZ,DoHQzuHLKvPj7mZHvYmVMWa158coCbH1yqiXwnc5ZGmD,'2702702702.7027'
ADLmHw6HnVWq6TbomHK4mGvbsLM6C7YSm12UEnTihfkn,F8BNL8Lap6oDvSvJyNezjsGMhakr2LnvDfehc7a67KJq,'2702702702.7027'
p8Zsu4vWYPZsJ9cs3An22PeenarfmagNzERDHS7gTa6,3H9i27SQmGs5EiC5WT2TK8R4UQUnW57HegL5nhi6v9mj,'2702702702.7027'
FaeXixqvtm3Jtj4n6JqUJJofoaL3CU93cnb6VQCVSo9x,7FumUzBfFFJpxRSEzMbnUYL2VcYTQ4NZLDfgwbPnVKxQ,'2702702702.7027'
9fvjQKJKKH8zq78WWZ37PWgfb7M1ap32scGHYJC5Z2Xp,7J6cx79njn3UztDPBFuVeSPjg9Jv9HrZCTp7NHBYhmUm,'2702702702.7027'
733zvyZDRewmaC87SedmFiwdtmfHPyNNUNtvrecPJsZW,8AXXLX7TTDrb3WPPxRhogtsyiQ1meVcvgMZEUqDNT7E3,'2702702702.7027'
89EJdWmF2VGYBsDNqkBouwHqwUqHmizLhPALhrVvL1EY,JEAPN4utNk1hZyktfMRSQTkdfn59eYih2HY6nAChP2wk,'2702702702.7027'
DSoYQQjRXC2Zorse5fkPc8Vk5WweYXV7GAiVsUV68n9b,WmaXNDvxkYZF6jVLGzZA4q1GZBo6UEyqh39psoMRBs3,'2702702702.7027'
7KQLkMsidkaRS792AZZBJMAWXsQ2xXhvBdHSBD8QdbiD,47TcpC34kNyYrLpS5j1rnvAgyJBN6vthAdPfGVQa9fwW,'2702702702.7027'
12pQNYCXHREJoyDxFrvDFUwxuF1QiGwaywAn6Bj2pmxL,4ugHD4sT6moxNCajCFvUerexGTGNuBCWmLFDYMbmohTS,'2702702702.7027'
H4uowA59UKenoyzG6qc7cTJa1Q3MLeaNmYu5WAqPDba1,76BMQD18U34T8Gc23m6LQVaSNb3feGE1mnvfb4j8ys2m,'2702702702.7027'
9wJoj4iDcNp1w7ErH2sMCvtsZ63e4unTkj9jMuqLd6Ta,7dGvdaFhYgxX6iJXWMRCqza3pVJVymoBgmKpG7b9qM3k,'2702702702.7027'
A7eqLvDguNHzV6TnhHc2PiL1nxr5E7vBSmgARTnjcywF,2ZmBYFokncs6um71ucKm9j5puGBnsvZtVQdoYKjfMvUc,'2702702702.7027'
9ZbjGVwvADQ8roWVYXywvut9Thmv5GwtZV2oCtiNuLqS,deTAqX4gY931qC8xXrU4v51KvVPUY7RgK7fr9vaqdKp,'2702702702.7027'
HgRMQfDXwX6FYGp95Js4kadLnU3AZHfR3SBLLji368m3,CjE7a7qGZcRPCxutBN3knPynEHiHwEtpRZmxcqS38doU,'2702702702.7027'
G1p59D3CScwE9r31RNFsGm3q5xZapt6EXHmtHV7Jq5AS,9UQcSLfUvXGzTPVZybpMn4Xat7n9DF1nqfcaXXQbsEZr,'2702702702.7027'
HZQJXcdrusqqeEV1np4xqYuYzWNWis6DGxJ6gJYNHffW,Ge1VpRx4qgoEGCMrpnG816BVqNQmZhKH5TwZ5wxAB6bW,'2702702702.7027'
777vevJt97Vb5PRdyDBxg489o9ZLKsEKnj8KasG4jrhE,Fks16fY6LWvGaJSVVSWeXoZdWYQca3sscsVtemnz5yUc,'2702702702.7027'
