Total oos: 16794
Total Jupiter OOs 14057

owner,oo,amount
FL9QiVJG43WTCymBxdCabk8znZQiPrqrygXh8HArm8Ue,6ZYwenjQvUKu3TdHD3oaT6SLLQDDi6Av5QTom3qByVQs,'2702702702.7027'
952qQF8EfyKGkoeSis81HPmY4tYeJiv3g7PJTmNbPURk,3HZrv8vP2sxfhnnFwCtamUanR7rbECMyWQ36YX9CLBzs,'2702702702.7027'
BaronsRTzAohubvj8Pug51Z4YcN19ConcabyoK3c6vnw,11PsBfDcmCD8wYiDgYQmktWrTPxDKf4abfXTBN97Gjr,'2702702702.7027'
7fioBeADgVmKhr3JiMNiqmp4oyuyZvc77cA22ETUC67G,2g4VcqDByj5XJ2y4uutEEhJHnZ6L1wX1YQRn9vwUJ9DZ,'2702702702.7027'
CZy1Bzc7QCqd94kVh5vJ2gX66VYsLFkCv3gxbma6RktC,BKQthvxaNsrD9GtaU5Yrbb6ccPR5ehCsQuiMxcEWFjmG,'2702702702.7027'
FNEF9uGGUmv69Aiu55jsaejJt7AGQNyp6ip2qMUMH5G7,4zzaVcaWwdYeEre4d9rmsVRGNdirRTTwQPUWh1WYfAh1,'2702702702.7027'
FGJ1e6To9E34cYFRUZtimfsSnzr9QUSUwoFm9JQfP13G,6zY6U1HvgbadcTwC74t1RXTCc3h6SCiUaX1NUQvpEq7f,'2702702702.7027'
CTQGTxCFBiM6CgFpZheEj1dVsbAPGBuki6K2jTj4YhWA,3nRvnMHsqEDcUc1qKoWFrxxcBHK5mzdMaam2tG8h5yEj,'2702702702.7027'
61w6KSfvBpEdYgyiqRVoNU9e5kDcXMzaLUr5HASeJjhp,EYXbAJt1fsxsrPVDjbh3XUt1jnBoQu3divLh9FKhqhY3,'2702702702.7027'
bBTMZvKNNaBkXKd7k5vkKen13iyj3gec7hgcZLNppyA,7MK65LgDiNSkV47E64s3c2b1mQrjwV5zYTHStDT1TnzV,'2702702702.7027'
93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,EXn7oUU19VGFWaRqpncRZzv3ih5kqoPQnjzHjF8eS5GJ,'2702702702.7027'
3Lp97AeSJ69SdzdZH1X2TnGNWDQFuG3cqMPhEQqmLJfp,4K4veePe7ScVhbwN8p1WXvNVn8C1BeEvLvTzb7xYbJ4A,'2702702702.7027'
4HJFX8yLFwx8hXfZEWRZNsqWVjTrhk2u2hH4xhhhji7X,4FijbtAfS8Z1WjuxWmwBkDpVbkzu6XVgPFo3hLMN3ARm,'2702702702.7027'
ENH9CP3vUKemf5aBiFgThcf3xczBBzyrmGeeXHEhbDiV,GBFzDEVxt4JAe7HzqxbNjSmD2B7Vhs1bGGP17cgEiRqT,'2702702702.7027'
8VrQeSRxymJBTsP6cd59dE5VGKECnsHo5nen3vCe631x,AAmYCVEGoNH6wxZ59x8jFiN9HAQCWvDQSkjydTBTeScg,'2702702702.7027'
32FUXfgvHqi4RkeNerT1k3QJPhW19PmBG6hzRHQEdodu,91Sp31Vj3kVXVUhGRyycfutsTNQjFHbotFVf4aB78DT1,'2702702702.7027'
8RjaLv2fgLxGApobLmfhDdKwTHnDNLQR8UxBhF6wKARp,69jjyazTweSzyeQwbaju3naKABTfiNBgu1upHQbgfjjH,'2702702702.7027'
GyQJr93cgVWCXYWmee1D89tmE8SAQYJyDfBNdTVDtDQ8,H93Wjf8NvC82s4XNnXtXiS8AeGZ1KWijs3ZbsBr8Jmkg,'2702702702.7027'
4PvYpgZLarj2dbMEYPuCwaPd7aZ6fvmsZqvDswq4EjUn,DHJgaoMHky2WGYkefhdpugMHeFEz5arvf1UqQnecFY2s,'2702702702.7027'
3cnoodPwEhQUjriZcThZDN47R1bAEBEwk8y3Nuyzrm7o,HHS8EGJcBKKGxyH3U55wNxphReiL63Dsnezh3kvBJV5S,'2702702702.7027'
GFGsFqz4khutyNKfL3fQx9yku35LwgAHDkVhPELscAsA,KTg6t3b9cQ72ee1rPuB4zG55E6BxN64r9nVYqQTyu9k,'2702702702.7027'
GBhmJmaS3poMGYZ5vm7J9bZoyVDPdaKfRqn6f9DUz2fG,9axFYAnxtBqTsk4mt9AC8hsxVDVdmcM14ADgMECJHJe5,'2702702702.7027'
BZzosxUbNe3BoSDcs8WQs9BEqJB4dF9JMBS8P8sy9FnQ,6JCEyUe6PaeYUKcr9NnsgvtQYLEo3jNkyvpf4Ua3uGzR,'2702702702.7027'
CAv4Y78qonz5wQ7fNzmT7vJiBoGpru6nm68fX1tMjJdF,GjXAAD4LHJHk8r7UgBTGz7RzpettcJ4R13Cd3WZ3dqFz,'2702702702.7027'
H35XPjkKC7CQiNXPzRQncMM79Juua7az7fAzuwf7AgEk,7GmopXjqJyPkqfzBxRMDgZB1S1qR1KRXpKyQdQvggVNS,'2702702702.7027'
3nb3yif3QNtMhwEawqXCkXYJCz981K1xVsCsL3kdby89,2RM5qYW757GB5tgRFXoxk1ypCP35y44BXBoCVPD3bU9J,'2702702702.7027'
3Q5nySMizpjQpmPqZyZd62f6PVfxpp6yDDRwEwVQWgdN,78W14KyKB2UX81SPiLWuH6ULnTrQJxoEes5Ldv1kd7kp,'2702702702.7027'
4rXCP4HMLrWTKNFVMpDzxkKsQdopbfpLUo5up7YgngWk,2MhtSQbWyVj5aBFs7L8dCrTVkP7Ar3nf9Mxk79tRTJ56,'2702702702.7027'
EQdvU7zG6MYXoKvn8CPPG12rJDvJ1QuvEAHbBUobjLF8,FyhPS6eSNA3dsELJ532G1EpW7zuW37GwZP7fGmabmadw,'2702702702.7027'
2GbP6JrstbBW15ASdnMeQYw484jyCTj8dobiQXXQjRMh,8v3PStejAjssoEoakuGTNvXNCiPavD2hMzAcDRVL8Gwy,'2702702702.7027'
FngYRdKwvu9cJFCdVqLu3cxPBHtrTxvYhDw4QkjWcqd9,HbJRdKH1Tt2m6F3vkKCQKWqYP4yVcnhxCuKP2Y5mcvvg,'2702702702.7027'
8snsLXSqW79WjxrSfnwdQBdyQe2jC1ToxXFWRNZ5Ft95,2oCQy7gSBcCFFGN83v8iMgtBHkpERpiCbTyaqnevyvtz,'2702702702.7027'
CC6CG5yvu9qj9wiRHYFELgcrg6iyPNNiJtKZDZi2kMMN,9fHe6VWPWUQvQXHraG11fQ6ZFZhtLoL7xtzEBgpmKKp7,'2702702702.7027'
9aoe242F9K576yTzuivErFBtyAQHRMNLA8d3rNyjtQPw,GPe4fJyAma6LRLMmjpSJbkbXSrnjAYiZeF1np84e3UFg,'2702702702.7027'
DqPSMji6iSBLfwhCS8CBrL4erLcGpU8VfmaF9wzvbyUA,DtN1zFTz6qXmNeY1udnvoj2DnKwhwe71XMBSK696Wqpd,'2702702702.7027'
BnGQ8QmvAQrNczuPRm1XhZpaY5jpo1bYuzj1NAbG8fNS,CbVPMyWEzHrnS6PYAepqPRnSsBMmpWNMmPGJLiJGvBK5,'2702702702.7027'
DEAf6NEi9Xn8KaUKVc8RKnW5KdWEQmapwT16BgdaKVhn,BcR8PWUCFie8sxr9MMniCuw2xsg8WHRgD37KKYddjYNX,'2702702702.7027'
2eAqK9xRZLwxCCpbKEcQpXF5U4fmDXN2hfmDeKK2wKfT,mNC7hcpCFEmU5wKWJL68PuoXQsUGX4X7GrU6RMib7ZX,'2702702702.7027'
BH5QNe8ky5nPWb1zLo8z2LaUVHAvMGbKCtrWxNyb9hjb,AqDioMTiyTzG7GT3x7gDZgfrs3o9eE4noV8y7VFgNic7,'2702702702.7027'
CmgYtL2ZWAtPqviQq8VqMw1kXy8WrsKyZVkoHpKwdqFF,Ft7espqNrJXTAXn5Xbddoi9hpKDPpSeK3EXmPCryEvrY,'2702702702.7027'
9feK5GfMokj2oXjtWLqmHodpNGtR2ATqiJ9P5c9fdyoM,9Gi9JZDVzy2jwEpBAJVXyHSgbUqP3G44m9Rj7uvBb8UE,'2702702702.7027'
DXJpEb5uLMDti5V2AeYGekqsfbtL94qHMpRfy7vpBnU,7jwRgqUq2ptSyW8Qa9i2vvYM2YfovT11fLX9sMPFaZ6G,'2702702702.7027'
9G7som7SZxzP5t3BFkyPhPnGnkBGfEgvhm12JUNiHijJ,6No43SieYwQooWYqutq2UE3mXRrvAKnKTo818wk5QXU8,'2702702702.7027'
F4ES11XjX3WwaYdWvYFcuECrvTeo2VbCfyZ9xZasuHEh,R3an7PugB5bJD1QzrhijzPX59BhnFvkWfRM7LWmf2KP,'2702702702.7027'
ACHPeLHfDUcXQC5pa4NTB2R9TDQtAnwgfszhX2udq7S2,GM5Dw87dfaSZaWfwnysguS5RpvuYV4Lht9FoGb6DfxB,'2702702702.7027'
nx1gZUqhR1fqursR8ZsTFvKtfqsdU2BCEFFCdmnMkTJ,HWkFpj2u8uGRdUomDPJ8hvt288p4JGccyPtEQdqbGqEc,'2702702702.7027'
CyWtZw5AxzHomuUKuLm3pdZcwxBR6my8NrXa58gUSLaq,4VGRbKXvk28UvcZRD61G2vEXt8cFC6DzwGA7BMAMXFNv,'2702702702.7027'
7iLYttLqyuVQCTkgKuToCF4hmhgXQPsEn3ZJPA3cGkX6,FjMS8wFsckXagcWzT7m1sWP5MY5hbEZfgzxvsz9FuMCM,'2702702702.7027'
J1z2Wi6BLaT86rzkSCw8TxkTmrLWBAwzXXcU7xZBuBcV,ADLB3sMgtce9fiGALJE3Nixac8YPqa15xtFDC7KyZUvU,'2702702702.7027'
FNcy6BokkZYrnVGXFFu1stoKht89W9JqsSa75xxFTX23,36WzLLkYq8mfNZJoAwKFtQm3LMcJ2iZ5n5ki5Kwc2fuJ,'2702702702.7027'
2yKg2afvHeiKQiF6yHtmQWJwh6G38bfCyLufQdp7qP1f,DpvFD6N1E7yHwFzij2sNZoM5hkU5uQd4dyTghrzkXbNT,'2702702702.7027'
9WU51tPWkYVcXfPV6wht3V2Jf6KDkANeSsdzm1eFQ5dN,HmYeXmrDU2SF6W6giiqtaaWa8d62fWRtrUoqvPZ55rqb,'2702702702.7027'
HvZq8izJ7QmQsg1aJavaBZUwCgSKMiuXhohTVVugbx4r,7D2Yr8gpg7PnGRdCHUSv6qcUpmJ1t8xJw8XFYa1T8a2X,'2702702702.7027'
FDB4mvbBtE3e14kapi2KPsQbnSrseAQbSi6kEBiCLxFU,7f4dDttwpuUz7SU7oAWnXWC3e9czm4dFrL45CKHQEoEN,'2702702702.7027'
5BJSzw5cJQP9QSZxFpwrabbgMr1EaTBzwGFj6miMqK1,4c3z8FbNWqTXCiJxeMnnQUAvpLZvaG6nDnwK2vbsnvUJ,'2702702702.7027'
5WQg7Cij2BxWuCj7NtHvKdqEvsWBWg5AQGpDqsPmBGiT,7X92XtWdLwxibmwNSQ1TbCLKPfLz19fR6pUywNNaHBg1,'2702702702.7027'
9fe5AVSf5soytBf4WYuiRXFn9b5uRM2qGdmL6BuV4U1M,4PBeBgQmg97MDT81v8HkVVKXj5oS5gJj75Srs2PhPeRK,'2702702702.7027'
2EVUPhdxB1g55FqigttkKw1QybrGsTG99vpPZYn1TZzK,B12h5dpt1HieNgDJZu1a7p3FwwtJHDNwd113c4fGZcwZ,'2702702702.7027'
72tJUxfrnuaBRPd9RhPy7SrLhSbZvp48oZAV5cRZmxJV,2fqGXh79Y1RYx3yuVS398eSgq1zzL3XZ1Stxngot9upt,'2702702702.7027'
Evo8k9gge5F8DDwQL552L2h5bEZSNE5uDaobAEyzFeK7,9PMFh4QpyHzpADcU7R8PwhJT7cmvV1EqxU9b8huQeBcs,'2702702702.7027'
8yE5K4Vwho9roDEU7saQ18FjyCuPJtXbAWjfBoQmgbTh,7cJA6Gxm9cKd9ihqDar7wiAxomGDe1GbG53juSgAEzUP,'2702702702.7027'
HHoJ6spobyRWwkNzQRcioWKaeSQBB6bna5SgqvgjQHHG,6Ambg63UxtvdhsbvnBu6WDRJAHWb4ioe8d6VmgSyW6Rs,'2702702702.7027'
B7dG2BAzppnAnNwcC6BNVY1t3kszua2cPfKp9mCVqswf,Fc8pKLbK8K8CQQpS4wbUTjXyjdViRhRTgzi9xjtgST6T,'2702702702.7027'
5A5Rgcjwvj2gscpW4enGJfHVrroNZbcg1fpk2LTQvMkR,BzvydBYodAjkxp7bE2J87zQTYXGWA38mv4Qb48Uigpnp,'2702702702.7027'
DMKDE9AcXZqjbu7aEeSpedyu8H6kz4huQgRHqmY7cEy,7PNnEh8R6hPfmgzdzLRMH59ySxC7GHyPyJ2JrcgZkepc,'2702702702.7027'
BD41gDGQm3HjFa7YQFunEJ7eSSDF5frULBwGxQkHVyNG,5BpV6bw6s3ZisCxr1x7KYp1GH73dicWP74YYQkzXAyQq,'2702702702.7027'
J84KhcfkPiVmcwg7n6UeKwj66MMY6TU55jGZPy3DDmVa,FRqtbSFnYY2eCwBwU115gzRR9dyEakLLTS3jcgVxL4Jm,'2702702702.7027'
AYSdRowy9qpJ7cN9bZZsuSHsJSvA5AnAQ32xHLjAFg67,3UnvBdEDNKiNcY7e96Vxfnf2uyQzD3zwopPnhHhqGfP8,'2702702702.7027'
767FG1gLxd1JYYGfExws5v7gJxsASrdFUG3nbUEUG5gj,3dHzLe3VdBfUqFz9i6yENuKMXEDonxz9gycvgh3tWHf3,'2702702702.7027'
9UkNMjAZCnrWdcQLUiF7BaRPnkYsbt2w1HX8ziD9ouAu,9LVidcE4aQg98uHTjAZ7edLeXjp4YTc4MUzQMiPLEsWt,'2702702702.7027'
Cn2pLrTj9mtA8cVsz91eC6JsDEUkxgZcQSDYccSTnoUe,EZrwM2KUMywmKGp1Dh2AVdMGF3RcjU8DWVL3idUf7otm,'2702702702.7027'
8NTYLRFQd37XeFuMphtBKM6wzKyW4VPBk83a8gQt6xLS,D1UJKL2ruSfLAkYPiuXDqDwWKzZoXkpNR4m8ZJE8QGts,'2702702702.7027'
J6VHCLFdPrGVn6z79aGk74r2NRnQtmynhhSrg1gC6Eow,4cVdo9YprEdJ9xk7eYrJ6Ktpfdj1vug8QkaDpS1eqP9V,'2702702702.7027'
2ibiXo3k1Ek93LSW513om5QFCXULwtGLCfvYY2TJpVsG,DoHr7x6D7AYVECEvxWrm25tNHw3Gvu2r8RBWyXTxYQ1t,'2702702702.7027'
3h3S2ss5xb4tPYsV59RaR3n73JcxFNUJvjPBAq1pPNSR,HStr5UUGwr7nkQ6traAdhfPkLGSzv5jsJdtQ32z4EbF1,'2702702702.7027'
5z4UEgz9jwegSgGtcoX78RvPBByfLDCdut7C8AXqsYEi,FtrLqSDsUTdAgWkNzPPFSui7eoauFv7mMMkxq7Lrd9tx,'2702702702.7027'
EW8pm8izX3u5QSdXCqBUiwQWwi6pDMTYpmiTcYE946jN,GnH9J8B5bneqt3obwyx58u5fkgHrK6zsRRWfNzqvVhRT,'2702702702.7027'
CTfGaQ7Adg8aWhFeN81iBRotytDRDdBCgBzw21Dtoaet,BuLFXKwSwKCb37QYxKVAA4CRjvEfz8JKCSLfncZTfYjD,'2702702702.7027'
5fU39wY769hVXHdENGyan8ssAFUnSvCHLaLhmNN5ERC5,5kdoMNWY2uonSjbbQjbXWpWm9gVPFsSS8Q4y7tK1bdNS,'2702702702.7027'
CKiAiyoxFaHCiN8jCCUWERDeuFBSrvFoAsT47pg8ifuL,GnJ9WdwdNcgmWWfpYXDJLpJpThFQCR7eFh6gHcEMj95,'2702702702.7027'
FTx3t7khST7CpvCfSFYpZfC3JnBrh7my3AvWJtSHc7Hn,GMnxCfTgzUodewaL61tK71wxsJjpHn59Z7WnVpR9W2Z4,'2702702702.7027'
937fkvdfBZCjcZ9y5EhSkECNyWLkFExQ1xgWQzy7q4UF,Hi1wNroTvTBsAQqBoq3mWW9STpRC94akqFsYNHH9UXJU,'2702702702.7027'
2b4h8JJGGVGEhU4YjLbByQKqVNuSirsvtZXP5ngnRkoC,7sLUaYZbcF7K9M5VCjRHBow1mUgsUsdqqhuXwczWFacF,'2702702702.7027'
AQnsXzUBahK8Dtwy3n64USVUmTxfksCVCKRDoFuJWn2g,5BPGAWDk6T3XNTB7rz1KXZ4hmxmJceBqAsXtaCCEJdEH,'2702702702.7027'
AqGVRop8PGPqYCauJUHJcoURbX14T37ztgZj5qDwUGAv,FJD1nyf6LMxdtTXZhfo6Q9DMfN4ntAhnoGBLUtpSfwhU,'2702702702.7027'
9qGz5Mh1XNUXqY1vEg5S1ZEMzPFvBLRbp1qaXwxSFMby,4TBCE4n345vD2WsqJ3ZXkF92LJww56PLi74Uzo4Rn8dn,'2702702702.7027'
bFe7enQXNkcihJNhp14XJ7S7PkHKK3Jw5R1XJXon43m,CmCkJNFMnzFu78vh3EAuiDCUBXR7s7nrmzcBS4Yk3xC8,'2702702702.7027'
92jxE18PjbJyG2P8qL5YimZXpvy6UrqfCHKQTDEuMbpZ,B769tt27UM93gA5C58zuEdmRKa4XZ3oTJcNyoEsJBQwY,'2702702702.7027'
F1QyW2RiabaUTHYYMZs6kVQmjw3QzhRWtAJNUp6ifWAe,2CqocamViuucf7kZw67HHQ6yg7vEGLEp7PkFtz6eyXkE,'2702702702.7027'
B5KkmyZz2X6eWPH1aUawXBDiFQ8HuXDbGU8BPAeWHr6D,6mXE7QxkN5WrEszwDBckHgSRMeqbawpP5PPZ5yV4GqFo,'2702702702.7027'
9XWrVv9NGRAmbxs95YE8UTfx9amGnRpuZnFq8JMehAN6,5HLp5fVgSV9b1xVtZHQTsmpMrPP9Qoedag23frKqz77C,'2702702702.7027'
EunWdQhHsHNLKBRNr8z7J83jGzmLh2SNznspVQp6JyXz,ASxXCxAdziyZ3rzJ39gihNmfTMM6hei6MdZQeUZVTebs,'2702702702.7027'
EwPW1CBJEKQ7SqaWNsAuvzWupaaUWeVuvf51C8tdUWg7,pvywXvafTx3N6yyEQW8GogPYGtwHguCbn9FhqXKHHt1,'2702702702.7027'
EdQGARBXuSbg43j67jLNkYrkCJ2x7fgs9pCQYQezL5tP,7ctZ2EAtftNiXmiinQpmfc5nih5hXiMKfBe6irPfsMnz,'2702702702.7027'
AuN1J75bHWiPD8ufmQc3LfM8roiPKrvjjjQ1mCQkqrkv,BgmjhsjUu2SXaHzVXxanxpRseSMgm7cc75KW4HLojX7q,'2702702702.7027'
6Sx7pb1792ibStiGr11VsZjHcHUA2gg58eh9Cq7gPVZY,EWG3vpkUBcjLh6gfKEc9DvPanEuVMeRq7sQLMxzgkiuV,'2702702702.7027'
6ejbdRMhgkdMDZmDyZKJMjyL41wef8vYM13AWg8JfhhG,FnYfaWvpEhN8JZJydKieXy6F6wmzsRkMpAZHQEPwYKTE,'2702702702.7027'
2KUKpzXRTy6n4cEavpnWStKy4q5z5uWpJoPPg3sUUGRm,Cw3kkdBfLbXZMpWYjE8LTFZYgJp37BGXvuytMeSzTYFM,'2702702702.7027'
9DbZUnZoLzARi95TqqXAYmA3STv2ETrKN184yCcZ7KR2,CRM9qd1tUZfL32nhUBhegDGKmYsy1EsgaCQmdrdYAdBU,'2702702702.7027'
EWsuKF6xqpfG4QamNhGt54UwZyA3eHKUsPWWMidj28gY,GkCRdbTUKiLJ9JJVRDr9FzY1wG35DzJmeDRR4H5ExdRW,'2702702702.7027'
GwYc9Uz9UUmikf9g276jd9SLQyQvEqSZc82m2vRp9rsr,5TNkTmDBLeRkJS56uB6weX2siZUYxS6TatE7pWXeQedT,'2702702702.7027'
3xNaguZirnjzGwuceNcLkp5qtX7RXEjwh3p2BdCg6ZJn,3J5V13VH1x2RH6EH7adr44zfKwNuf74EKsvtwUUP2R4F,'2702702702.7027'
EPfsNjgrt985T4nLE2dmMcwYeYJ7my193weBUsJW8Hoj,BLeTxf4ii64mneM3jfkW8pRgWh9nTFvc5M7bwkDvvBxU,'2702702702.7027'
6c5diZpPWv1mDjgsuRDycqpxVyKERBSAKrp1Ay7e9vM3,9iCpfAsL3gsdv7D6wg7xyiLkA82n4bLrMNvRfQXVzyMg,'2702702702.7027'
GK4RWiaSFkkMeUuuLSTVLHVSi61EcnG23eTsE7xUHugc,5gLj2kWcXXGhnPfR1VBj1jQJyU7Y4Ydgi9QpNzM1T9or,'2702702702.7027'
CKAY2G4AtUx9wvcZ238Uewxw6SbyhqpaSnWnTx1iHUUJ,GeByW7oLFr45K3598tuwUWrgeQiT6Q577EP2oiN6U6MM,'2702702702.7027'
EFJyv52ckWb79LaViq5tDV5NKMjC4KdUchvX5uT8Md7D,2NM1sjbHuAKyfNXThuqSAzsMdubzpiTf4EGonxyKbvm9,'2702702702.7027'
4Gbpa63rmTRo3KpqncAdJoDp2U6U1zmyHrJwHTs6YrsR,4ZPj9Kze4h36yX5ae7oXTLnq3Ji2tTZBXnVX5jBySsiF,'2702702702.7027'
DNtpaMvJV41FzLqZBjpME1CLpwdmooZbai1zJGthKbmv,4JXzTZBEDCtBuF5oZwEg3P3UQ7T59J5SmsCRNk2ZZiw2,'2702702702.7027'
ADhUPTLuiUTBi5j2pSiiS4V3jdWmutSBXNcAgqszSZS9,BgxDtuKFdYFzoatowsW9cHXfhUgNcq7MdjaVk5jJU1Ns,'2702702702.7027'
DtfHSNhSDrbHNYvc6SwPEz5w8NuLNDy5NbXzsHi2G8Xt,BasQ84LL9Vz1tSrunQiFwnnB1o1y6gpLdUWdB6uafThE,'2702702702.7027'
C1qK8Y6NZDkb93PiJ8soB5WkATVggxa4Hrj8sPxeAApk,D24Q21eL3dz4DybahNykpAaiUcYLAo4LTtbcELxKu3gD,'2702702702.7027'
6vGNj6YNEYsXjt2SdZ5UHbLZBeebxHknqfKbSvkykrLA,BqaSegqXSYPsnVgMFLsquryKiFRdjwTadBJ5iqiaVHKU,'2702702702.7027'
EmqkC7yy1V2RqEvATeUGR9shBae8zNk3UpEZMtLqRFiz,7caZj1femopWrrTxVGr5pTb9anHiJb1NAhXxbZBfTYs3,'2702702702.7027'
3UWFhHN93PBDuZvDKXpdyM5Rr8tCTCXe5rAGTrH42RMV,jvTHXWG2JQ49G8QhtAxh5QFwZwNedJs922pjU5o9vdP,'2702702702.7027'
B66iemvxsZ9b3vyRTex41wEx9aX98xTToqHDq3GdFzAh,853SFt15eZtK1p6CEzQwyGAXSdg2xb5cFE5k4rw9wCqE,'2702702702.7027'
Deup776hKWvaMQL9ZHNgQYXtgBvxdBz5w8ixd9qq6eCv,SAqGQeEdsT3iK34tTnV1GXjYdswsD2YoLPQVsL6GWka,'2702702702.7027'
J1nbGhU5pMjnvT8qtZH3au4fVsdVXAPecz7U5WbN1cpe,7bgNjqJe4CGEqJgmrbEhT8ML1qqmJFG6Mh1RwJk4qoX4,'2702702702.7027'
GsYFXVXBhE8UHHxkhLDQpSTiMCVA3viWevBejfx9WK8c,2dfnj5vcruvGnCKyToSHuFihRPfMaENDLxCBgp74FzTN,'2702702702.7027'
EMaCjDvQnBkRuVQagCRVVEehKwVbkGKmyQgKBN2BLuxv,F4EUPoCjiEN17tQid6Q3bfNxrEbokoRYdMLMa7aBXsue,'2702702702.7027'
HQ9qiAEXTYwEZ5YiG1dkBdYtrEXJWWGuJQjZf6ZK9Rsy,8UGaPD7ygaho7p4dsoA6jEACFyZvjdjVHMaUMjuKWyMb,'2702702702.7027'
DTDiZoZ9hMSChewVQA59R5zDi9UZQ5UkrqSa6i2zZMVx,67exM3GsTwAwSTWiLk2euCUStesATRFp41ygWT9jTsfF,'2702702702.7027'
CALvodbhXfCUXV1esrqPv2ta8h5JMZH8ecRHhupjPW8z,BYyqccvtu4Nqi7xDt2f4f1oJPZ1AzHvxkHG2MezHYwsb,'2702702702.7027'
8a6dNsHtuC1wd2uCsoamnm9f7LLQaUm9ZyF52eieBVzK,4LYLNF9wFfB5GGfuH3fNKBV3tUkZ7xTFb6DCX5Qg4spZ,'2702702702.7027'
HV6cCNmSKGLxgVVLhPhyiiy5wKkukBphdSsK5tKnXBjR,6Dgw7tRQnUmrrckHw11Tg9yeRUFgKGzU6YLwKQsprpYx,'2702702702.7027'
HanKVSWPsL1We4x7uqm3B1NoRg7hxbU7wV8TTQ6yZBFr,EGiFZbSB1J1YwLUtGFtTfoppqFvYiMpobNtm4cnmqSQe,'2702702702.7027'
AV3oo27Yi6JtnGEvduanu6SeTWixsW9Tk2MJqtYtnXuM,GHwPJzj9wVbJAjjWE1ph6G462JX6XDcXbPdCt6XdPiGL,'2702702702.7027'
DzwJe5GNGPMkSkkUPQP8rrYwPkLkS2CuRLLLjtk7d98G,HguAw8BAMQp96SBHcxsu5brTe5JYhbuauH2XEqeQtSuy,'2702702702.7027'
G7kPE4Mp1GWzhABU6LhBjFGf1ppYjQWcPTGwLrSHY5Mf,FYny2mNYm1BGmCUggoyHaGGATTpWJve83Zo1xWXgcr7N,'2702702702.7027'
AMNoynxQrpdw37SxeiqKBVHh6vn1QHV5W5HLsHbCdpsa,CmXQi17yQ3xJXKR7Hkg6kFYq3puYnTTwt8yX75RTm57J,'2702702702.7027'
J2cZ8Rb3kfrUBj2vQitjFZeqTjUX2Wcr5mWAuXy39KBF,V1edxv8VnGJRwtVdboNp7nSizktecJGne6SLdCsiTz5,'2702702702.7027'
5ywYJrokgNvhBU1eG3N8pGSx7GCjrVep2gbEMngcPK7Y,81Pj5F8R5vgYojFt8M6Euyz7BVsBBhswxswmyvvD9D4x,'2702702702.7027'
FTAVHPsa2NUxqv9ZT9sfoiAD9cGyiCynAZxP4puqMVLf,HgpSfLuGCTVTMy4bZFxs1E6tUSEJpK5QtXsTFpVczzUc,'2702702702.7027'
3jUwZ2NtUVNrhmeG72oSYSo1Tbd47Cy23752eGrQNqJt,8AB88xwgFwwUFBUkePFEWYFYzAm46e7VKKRVT8V7h4pV,'2702702702.7027'
CLYN66djsMqauRKbZ3c4REpQcPNZ3wJcWeELAUnCtHVB,HxP7FTiJ7e9auwVZRe7NA92SnHRu3F7rQ2V4oiZ2hQm5,'2702702702.7027'
5KUE3sm7pg2bicvGm8wtn1zyff4h57mmyxShhhiQjHc6,4NYB7Jj3XoZGfhXn3E5MQuYDG3biNQPYvu8sd3JnvaHj,'2702702702.7027'
7BoU48zvSv3Vsv9Hd7mx178ghYYFXmsGccL5eRyR7WLw,3G9caDJF4b3RsBj657jdE4XQPAsNwSyVHNfn3HxhFbHe,'2702702702.7027'
EkaNLzCbJpBWfkgu3q8uWuMJhfnnjXKzbed69LapSQeG,7agVXLwXjgJBgfzj1dbxq1WTjyYX663Fy2ev2ykGBofp,'2702702702.7027'
Def7WWd3qefJ5ybhYpiSzrdHf2ZrDdMvXa7Gk5stCAM3,ENeqUrBMrYYW73ty9EAN6tr7WtyfZeUiYETnACNVEpTt,'2702702702.7027'
7WJywdWPUEpdeUwTtYdWdHVc8k3KZxMS3deqYvGQpqbr,2jnzv9hzjvagj97fTuN2nwvFLPHLorMX718XY2hPmhGi,'2702702702.7027'
YtBAPddMUBgCevmnN415S7x7gqPbt4Gd7iqTaW2HeXB,ATax3npzfvJ4GH6iXvJ89LsWEM8yxKhF3MbwdrXGhJtL,'2702702702.7027'
BXigPLSLM3LYktjUR3U3xSfztyDPYTN37qFmMdSBCo7B,9BvUfgkXCCz1EvE9doMv23oNs9zoMs15hwFp1xwMpG7E,'2702702702.7027'
2yPub8WkRmLvTwxjRJ44nE5dAeKiWueYacTVG5JJhWtH,7BCw3c8BBRHimppvCXcGCRGCmkjoBKj1NH5bZycLW7RH,'2702702702.7027'
FJa9uBztYpxU5frKzfJZQ37eGHL2AgTMSvZNzhW8sfdG,5Wvdy7Qzz36tpV48qVgdEGzyjcwRZ5YDP57WpUiZx6cq,'2702702702.7027'
E4pjEi2X5Upex1Kr1DWURUniWYad4CEenX45NLAfc1Bc,BQwihmfUDFK1CZcgjyPGE1xVKnpG65nDvFtgnj2xVpTk,'2702702702.7027'
E71Krq8tJPJqNW4T9wraq1A43SxQsfKY7JurmA2TfgvY,Gpn6hQu6Nbjgim982ErsUv686pSecgmzVZozPMj9Mek3,'2702702702.7027'
